track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
7uSZPbd8DxdkmSauCKnITY,We Rise,San Holo,63,1fgSS7d1R3fin79TUkhuxW,We Rise,2015-02-23,Indie Poptimism,2QiMewRbSavfZ9MSAYz2h6,pop,indie poptimism,0.747,0.491,6,-6.043,1,0.0639,0.197,1.77e-05,0.0837,0.827,145.034,266483
3XNgsPXO4e9rrR17sj8xAm,Bobslee,Merdan D,27,4A3rfOFS7HZzsf0f8c0OS6,Bobslee,2019-02-15,Latin Village 2019,3JcJCsvBnRsA6oc7eUYDSB,latin,latin hip hop,0.887,0.422,2,-8.578,1,0.235,0.241,0.0,0.0694,0.469,100.108,132000
7nD9nN3jord9wWcfW3Gkcm,All In My Head (Flex) (feat. Fetty Wap),Fifth Harmony,66,0pF0oyuPNdOObniB1Ng0kW,7/27 (Deluxe),2016-05-27,HIP&HOP,5DyJsJZOpMJh34WvUrQzMV,rap,southern hip hop,0.689,0.791,0,-5.194,0,0.053,0.023,0.0,0.0526,0.755,95.04,210573
2c7uynLkfT2HVPg8xuXxZp,Bow Down - Edit,Westside Connection,26,1JyTJGILAKNrVvafX3vCEE,Greatest Hits,2001-12-04,Oldschool Gangsta Rap 👑,0t9TeyXE2mWe70JT3YwSoH,rap,gangster rap,0.92,0.543,7,-7.851,1,0.287,0.0208,0.0,0.427,0.463,92.961,206827
3rsowaFWaSYKcAu4gx4Tlj,I Want U,Martin Fritzon,22,2w7mLh3lVTnNwoUqapszUA,I Want U,2019-11-15,Bounce United,08QTrfsYYouffgnPjmllAQ,edm,big room,0.775,0.647,8,-5.119,1,0.0401,0.00625,0.0405,0.0961,0.423,127.957,151885
2Nz6aF1umHh5Et6I5H581L,Hooked on a Feeling,Blue Swede,62,12UILuDVbIIjLZhcRBNcOJ,Hooked On A Feeling - 40th Anniversary Collection,2014-09-30,70's Classic Rock,76lrxCrKrGDkDDf3SVPnl3,rock,classic rock,0.547,0.82,8,-6.728,1,0.0805,0.261,0.0,0.3,0.933,118.208,172867
6KBYefIoo7KydImq1uUQlL,Bodak Yellow,Cardi B,76,4KdtEKjY3Gi0mKiSdy96ML,Invasion of Privacy,2018-04-06,Hip pop,1Sc7bobknESH7SXQcnmoX5,r&b,hip pop,0.926,0.703,11,-6.337,0,0.103,0.0659,0.0,0.231,0.485,125.022,223713
3wdfLVUhmX64lIyWIIEW8s,Ice Tray,Quality Control,66,07Jvk8tGuaMhR4H72znlLJ,Quality Control: Control The Streets Volume 1,2017-12-08,Trap Americana,7tkgK1tm9hYkWp7EFyOcAr,rap,trap,0.89,0.504,8,-5.444,0,0.123,0.023,0.0,0.123,0.222,129.969,213613
3orspzb27SCSXJvtfg52I6,Feeling Good - Radio Edit,Alex Herrera,15,4a9qkrvJxmULNMwXv9C1jN,Feeling Good,2020-01-17,Techno House 2020 👽 Best Collection 👻 Top DJ’s Electronic Music - Deep House - Trance - Tech House - Dance - Electro Pop,3QEYvCsVXZj8KuzE0bDmcI,edm,electro house,0.739,0.816,5,-8.053,0,0.0477,0.00274,0.00999,0.0827,0.598,121.001,208264
6h3icF7e362cGSEOut34PQ,I'm So Juiced Up,DJ Paul,49,2n3Fe9mS1eQC2sjlUdDwU4,I'm So Juiced Up,2019-12-06,Gangsta Rap/90's Hip-Hop,39IFMVQdRNdb7kVfyTvHjM,rap,gangster rap,0.674,0.862,1,-4.858,1,0.0865,0.0162,0.0,0.38,0.244,142.091,295220
7a9QBLlQOunA6KvPcVDIMt,Look Alive - Remix,Rae Sremmurd,51,6bqp9aUT7C4EHNqTLrdaJS,Look Alive (Remix),2016-07-30,RAP Gangsta,1Z1gW89x4MSBjkvVjGg7DQ,rap,gangster rap,0.835,0.584,4,-9.02,0,0.0655,0.057,0.0,0.355,0.171,119.987,270280
3rEiViBB1bWVCnOwFHx1Zg,Hiphopa,Anexo Leiruk,18,5p7uuZz5SM12WhJZOyYIXS,Hiphopa,2020-01-17,Arena Hip-Hop,37i9dQZF1DWVFZbCNivv6B,rap,hip hop,0.698,0.798,10,-6.872,0,0.286,0.00649,0.0,0.069,0.689,90.142,187525
7DHX1Ng0V186U2idfFfjGi,"Burial (feat. Pusha T, Moody Good, TrollPhace)",Yogi,54,3rOzXYxXqBUcw3u131mrjE,"Burial (feat. Pusha T, Moody Good, TrollPhace)",2015-07-06,Epic Bass Drops,49EXQVXh5k1t8SOhmUeyU7,edm,big room,0.689,0.935,2,-4.449,1,0.167,0.019,0.000299,0.24,0.391,145.984,226849
4tknhO5RmXIxnpoipMKBmG,Monster - Robin Schulz Remix,LUM!X,71,67PtnkGcMlHCa1RcYSzleO,Monster (Robin Schulz Remix),2019-08-16,Trance Party 2019 by FUTURE TRANCE,2yofeyPwe0ZNmJHTrGz2Qt,edm,big room,0.475,0.815,8,-6.068,0,0.124,0.133,0.0,0.11,0.48,126.164,165947
0QyIxB3MqUoSQX0kBjG6NO,Sweet Emotion - Single Version,Aerosmith,39,3VNTh6evo3MyUsStAiatcY,Aerosmith's Greatest Hits,1980-11-11,70s Hard Rock,6pZlZ20vt3aDjIKw98aBtQ,rock,hard rock,0.473,0.787,2,-9.898,1,0.0317,0.0131,0.000876,0.0913,0.603,99.893,192733
1IBoVcXHGZA4oVNRubqcLe,Feels Great (feat. Fetty Wap & CVBZ) - BKAYE Remix,Cheat Codes,33,1LrINg0k55qp2SkpFBp1Eg,Feels Great (feat. Fetty Wap & CVBZ) [BKAYE Remix],2018-02-16,Pop EDM Remixes,4aUEH3uhbofktrFkXOOaKj,edm,pop edm,0.446,0.777,0,-6.793,1,0.0706,0.159,0.00107,0.131,0.31,187.043,189947
0fCtb8ArwN7BQemsyme7Jr,Cola,Mozart La Para,37,5zM1e8NtKnCto1pQeYJUfN,Cola,2019-06-23,Todo Reggaeton,4csIMGPI3aGo3Xy7WG8jBi,latin,reggaeton,0.842,0.763,8,-7.038,1,0.224,0.712,0.0,0.449,0.638,129.996,195227
2egKQvoHiCJyHXn8lRlsrl,Be Right There,Diplo,58,6XKPE44gfP58IM9PD28YBB,Be Right There,2015-08-28,EDM/POP,6gHk5RFrnALbDNJdaXKivi,edm,pop edm,0.695,0.797,7,-5.199,1,0.0548,0.00259,0.112,0.664,0.297,124.972,237051
5J8hacFS9jbJxxJPbAKrQ3,Perfection,twoloud,48,3QswxMgH8BijJc8SxUflef,Perfection,2015-10-09,Alex Workout,7fRlDx99wBg6i45OCvxwKY,edm,progressive electro house,0.562,0.929,4,-2.899,0,0.0336,0.00107,0.488,0.601,0.279,127.937,194226
2X2bn8tb5ogMSnHP90ANkm,Delícia Tchu Tcha Tcha,Mike Moonnight,34,7DqbGoRD0eIDMSTiXO0t7W,We Go Latin 2,2019-04-28,Latest Latin American Hits 2020,51LvliKED7oZNJR8XCiPip,latin,latin hip hop,0.826,0.927,2,-3.643,1,0.0308,0.0572,1.76e-05,0.107,0.932,130.024,254151
4fY4pwTfUl15tEwDBTCXBO,Melanin,Sauti Sol,47,6D7akJd58wwzXo4Ee3xh64,Afrikan Sauce,2019-01-31,Global X,37i9dQZF1DWUxHPh2rEiHr,latin,latin pop,0.439,0.677,11,-7.319,0,0.125,0.0743,0.0,0.0955,0.759,95.064,267993
2wenGTypSYHXl1sN1pNC7X,Slow Dance (feat. Ava Max) - Sam Feldt Remix,AJ Mitchell,70,6Ol6C42O7AWnTkj8pHMHWv,Slow Dance (feat. Ava Max) [Sam Feldt Remix],2019-10-25,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.732,0.85,1,-5.999,1,0.0444,0.114,2.02e-06,0.0388,0.372,124.024,193548
1ru4aAQK7UN0wK2JEjWMsm,Flame - Kaskade Remix,Tinashe,31,19a2gZ9s4GQxMwI4N4GlFR,Flame (Kaskade Remix),2017-05-19,EDM Trap,7CEEEMKV41x0RlFCXWdvKF,edm,pop edm,0.414,0.72,2,-6.128,0,0.145,0.00388,2.72e-06,0.146,0.34,167.859,201506
63OFKbMaZSDZ4wtesuuq6f,Born To Be Wild,Steppenwolf,73,6GLHwIp1K3u1zdLOdPRG0W,Steppenwolf,1968,Rock Classics,37i9dQZF1DWXRqgorJj26U,rock,classic rock,0.438,0.71,2,-12.412,1,0.0919,0.262,0.537,0.221,0.53,145.928,210373
3sQbsGJ3XJoFw1coscicAa,I Like the Way (The Kissing Game),Hi-Five,0,24Qlxvv3DaLwswL4jbD0vU,"Smooth Love Jams of the 90's, Vol. 1",1996-02-29,New Jack Swing,3ykXidKLz1eYPvuGoFlD1e,r&b,new jack swing,0.726,0.609,1,-7.564,1,0.0322,0.0657,0.0154,0.0284,0.723,104.074,350267
3btLTcvS1uOk5IVGTn7Gh4,Hi Babe,Ngozi Family,31,4910t2DpHO9RQd2XctS8wT,"Welcome To Zamrock! How Zambia's Liberation Led To a Rock Revolution, Vol. 1 (1972-1977)",2017-05-19,Afro Psychedelica,37i9dQZF1DWVyizF9BJ61m,rock,classic rock,0.777,0.721,1,-9.671,1,0.0783,0.916,0.0658,0.0972,0.899,122.657,242613
2Xes5wXwDOjm9DxZUmD6hu,Surrender,Chris Goldarg,17,0IHLmh2nu6JCdyTTDvItxl,Room 679,2019-01-27,House Electro 2019,72r6odw0Q3OWTCYMGA7Yiy,edm,electro house,0.679,0.853,5,-5.716,0,0.0412,0.00492,0.51,0.0492,0.783,119.992,148000
5XJEdVQ5jl3C3dFsV7kCTZ,Kingdom Come,Red Velvet,52,0rvrbZvaDX5S9ZBhwOwFfH,Perfect Velvet - The 2nd Album,2017-11-17,K-Crazy Michioso Tunes,37i9dQZF1DWUXxc8Mc6MmJ,edm,pop edm,0.572,0.743,5,-3.991,0,0.12,0.235,5.93e-06,0.0761,0.678,170.123,210162
64atcQ5y1v08293qwuMLGq,Regalame una Noche - Remix,J Alvarez,36,3W63cDBLZteHlUVgIWh47n,J Alvarez (Remixes),2018-01-12,Los Cangri,2hTs6GuPwhmg4ApNqxWXLE,latin,latin hip hop,0.75,0.636,11,-7.485,1,0.059,0.141,0.0,0.319,0.639,89.994,251133
1EzniRQ6UM9Y5xGrmfqCgy,Laila’s Wisdom,Rapsody,36,0IkioqpdjITJwhbRliLoCx,Laila’s Wisdom,2017-09-22,Contemporary Hip Hop,68y3WoFJMMKDHUIpqCnoM3,rap,southern hip hop,0.417,0.737,5,-7.188,1,0.336,0.23,4.85e-05,0.467,0.355,165.183,194720
0bdabO15YOj0iZPg2OujAw,Let The Beat Build,Lil Wayne,56,5BGzOpea6At0Nd7tYtYZOP,Tha Carter III,2008-01-01,Southern Hip Hop,4lcyWQDOzPfcbZrcBI3FOW,rap,southern hip hop,0.493,0.527,8,-8.128,1,0.247,0.144,3.52e-06,0.38,0.886,154.053,309000
4D09e1TfOMbuMadTLcl1P6,Faith (with Dolly Parton) [feat. Mr. Probz] - Acoustic,Galantis,57,4GReJagRcBTMq97kYMU7Zy,Faith (with Dolly Parton) [feat. Mr. Probz] [Acoustic],2020-01-10,The Pulse of Indie Poptimism,5qFXOOxrQVyS4UCq3UilZN,pop,indie poptimism,0.557,0.518,7,-7.043,1,0.0315,0.339,0.0,0.0867,0.354,110.291,173218
0IvaxIhE6z3QGtQZoDDfFl,Surf Crazy Finale,Teen Beach Movie Cast,39,5ANe5AfOnYydm3lXELfiHF,Teen Beach Movie,2013-01-01,post teen pop,45AKTTGQEfYgAyidW5hucn,pop,post-teen pop,0.369,0.96,9,-2.772,1,0.131,0.0663,0.0424,0.206,0.539,169.991,151893
0GDlfD2tm6pejevucQT8IN,Nothing changes: everything is different,H.1,11,6qAbqDzGTa2XtUU69gPgrm,Nothing changes: everything is different,2019-01-01,Lush Lofi,37i9dQZF1DXc8kgYqQLMfH,rap,hip hop,0.573,0.177,3,-18.774,0,0.347,0.922,0.6,0.108,0.312,130.187,169796
4TnjEaWOeW0eKTKIEvJyCa,Falling,Trevor Daniel,97,1Czfd5tEby3DbdYNdqzrCa,Falling,2018-10-05,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin pop,0.784,0.43,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.087,159382
36la4AQp7vTlCRNyC5NLry,Cha La Head Chala,Super3,48,4ASHINW066rVhtYvcsTw0y,3XL Manga i Anime,2002-02-02,City Pop 1985 シティーポップ,3j2osvmecEao5nmo9jZ5df,rock,album rock,0.518,0.942,2,-5.27,1,0.0755,0.155,1.15e-06,0.528,0.535,154.628,197240
7aQeWViSfRWSEwtJD86Eq0,Late Night Feelings (feat. Lykke Li),Mark Ronson,69,0kTSclkPCKfANMfQmUSFW5,Late Night Feelings (feat. Lykke Li),2019-04-12,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.688,0.729,4,-6.56,0,0.0573,0.437,0.00369,0.0928,0.469,110.055,251029
2Lh9Vp6Bi83hNe5RFYh8SA,Heading Home,Ludvigsson,49,5axYeuvwIhNRxajMkwr3cY,Heading Home,2019-09-27,Tropical House 🏝 2020 Hits,2SRbIs0eBQwHeTP7kErjwo,latin,tropical,0.6,0.78,4,-5.196,1,0.0379,0.0314,0.0,0.116,0.437,122.038,189836
5nk6b8nlvEZIZETghQf8MQ,All My Friends - Radio Edit,Tommy Trash,0,3vHgOJ3p9vQsCQZKEamLNo,All My Friends (feat. Mr Wilson),2011-09-25,2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,edm,progressive electro house,0.698,0.622,10,-5.002,1,0.207,0.0033,0.0,0.518,0.512,128.059,212048
3rOSwuTsUlJp0Pu0MkN8r8,Mask Off,Future,46,4YtTX4GPvBvewbJvBfXCS2,FUTURE,2017-08-04,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600
7pYfyrMNPn3wtoCyqcTVoI,Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,76,1snrPQMoTrBsKl73wzSxbn,Hands All Over (Revised International Standard version),2010,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.722,0.761,11,-4.459,0,0.0475,0.0117,0.0,0.315,0.624,128.044,201493
2HoDr1yVksl19omOhc1zWy,Hip Hop,Dead Prez,62,7gXuElmegVReY7imkb5bf8,Let's Get Free,2000-02-08,90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,rap,gangster rap,0.725,0.737,4,-7.453,1,0.324,0.000633,0.00417,0.109,0.219,77.161,214067
6J5sxraPPZ4b0CVOGAgpXj,I'm Different,2 Chainz,59,1wBFRaacNYmqfkidUZ0NtM,Based On A T.R.U. Story (Deluxe),2012-01-01,HIP&HOP,5DyJsJZOpMJh34WvUrQzMV,rap,southern hip hop,0.936,0.702,10,-5.305,1,0.0615,0.0473,0.0,0.0838,0.704,97.524,207040
742YUMNQUsopCisdXbnFhL,U Not Like Me,50 Cent,0,2PiSkRUZWhvID1Cf3ppls4,Get Rich Or Die Tryin' (Explicit Version),2003-02-06,Gangster Rap | 100 % Gangster,2e0d7otcM1oyecfi3zZPWk,rap,gangster rap,0.792,0.846,11,-1.828,1,0.321,0.0533,0.0,0.0632,0.803,91.616,255667
0rbnYyj0Zq2pNJSzWqtf4g,How You Want It?,Teyana Taylor,71,3dPk7WASa1GmL7vluAP4ff,How You Want It?,2019-08-02,Neo-Soul,1eqVgsNjaX6mxDPoefhocT,r&b,neo soul,0.492,0.698,5,-2.801,0,0.184,0.292,0.0,0.0989,0.749,94.59,222213
4LkLfPYc3yjOta7Gk8FDRB,Think About Me,dvsn,65,6rXy4b147LkM3muZKuALSX,Morning After,2017-10-13,Neo Soul 2019,44d7ppo4cggZJmzH2WOhAc,r&b,neo soul,0.547,0.294,7,-10.202,1,0.0482,0.0607,0.786,0.0933,0.11,105.027,246240
4X2R70w0SoRlkuTEzzz7zG,You're My Everything,Silky Signs,38,2UMjcXPDWWDvWbW1KcBr40,You're My Everything,2019-01-25,Tropical House 2020,2oivDYqm1dQK4KbwVJTaf6,latin,tropical,0.603,0.803,1,-8.554,1,0.0439,0.0287,0.0216,0.115,0.436,124.995,197760
0SibPl0V9rpSmaqx4mXzmV,Espejo,Javiera Mena,35,4C3iEuPGaKx70a24kTEZmA,Espejo,2018-04-27,This Is: Javiera Mena,37i9dQZF1DWSOvcBNdfJ87,pop,electropop,0.656,0.811,1,-5.411,0,0.0305,0.125,0.00728,0.164,0.501,122.967,224133
13qPskR6avhhw0VCc90Cxn,Layers,HAKUNA,1,3PJEPK0CVjZxkhfR9nZisD,Layers,2017-04-14,Tropical House Run 190 BPM,37i9dQZF1DWSTc9FdySHtz,latin,tropical,0.658,0.744,6,-4.422,0,0.152,0.0918,0.000153,0.0839,0.39,192.08,177083
6UIo6YbaXihIZ72MWUpcGb,KILL4ME,Marilyn Manson,63,6kbfR3NJmBGlgsTPAYmezz,Heaven Upside Down,2017-10-06,Hard Rock Workout,6kXNv8J3HCYztxjOIUzApv,rock,hard rock,0.635,0.688,11,-6.136,0,0.0346,0.0023,1.07e-05,0.507,0.389,107.989,239240
6cqwDeMvlCKI9CoeVahGrM,Mátenme Porque Me Muero,Caifanes,64,7oNSmwtmqu8EvnD3cv2HOr,Caifanes,1988-05-15,Caifanes La Historia,3kysJw7lvVwSoOaL0KyW94,rock,album rock,0.439,0.864,0,-5.866,1,0.0437,0.283,2.01e-05,0.198,0.481,169.228,213360
4yLxnsxbnXiyMwtwothlfU,Take You There,Eko Zu,0,2ZiFxz7dLdEkzLtS6lbpoK,Take You There,2018-04-28,Groovy // Funky // Neo-Soul,0JmBB9HfrzDiZoPVRdv8ns,r&b,neo soul,0.573,0.607,3,-6.286,0,0.036,0.0359,0.0276,0.288,0.192,99.936,206555
1G3Y77JFQADDEPnL6aaHfb,Dirty Wine,R-Cue,36,25SILDSVedXOnrEw9lUyvd,Dirty Wine,2019-06-21,2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS,2DjIfVDXGYDgRxw7IJTKVb,edm,pop edm,0.674,0.864,6,-6.322,0,0.211,0.0399,0.0259,0.2,0.63,102.016,188697
6PUzxtIHkv346yP89NzP9X,Kernkraft 400,Zombie Nation,47,2qmrRoUZQemrKFr9PBMDHd,Kernkraft 400 Single Mixes,2006-03-07,90s Dance Hits,50cXvxgMGrvoUeLhkzCyIO,pop,dance pop,0.798,0.43,8,-7.839,0,0.0868,0.0055,0.901,0.146,0.487,140.064,285173
3xKsf9qdS1CyvXSMEid6g8,Pink + White,Frank Ocean,77,3mH6qwIy9crq0I9YQbOuDf,Blonde,2016-08-20,Urban Contemporary,4Pbs84EQbuAblxlp6Chz0d,r&b,urban contemporary,0.544,0.552,9,-7.45,1,0.0991,0.67,4.57e-05,0.415,0.554,159.738,184516
0YeZCdHQDDV8DEA9oXwi6K,The Old Days (feat. Justin Adams),Upchurch,59,3GHXWrvOnzm01jBtoRRvmT,Bad Mutha Fucka,2016-12-09,Southern soul & hip hop,4xJULuV0P5PLcMe3xP8Pgj,rap,southern hip hop,0.625,0.538,0,-9.805,1,0.0317,0.00819,0.0,0.361,0.222,130.07,234462
6ILog1T1vfQMxHm0Wok2O0,Pisces,RIZ LA VIE,1,5lZaIc1uZwIFlDptD9Acdh,Found.,2017-01-17,indie poptimism,1E5VdGGWkpDQ682gdvJAZH,pop,indie poptimism,0.708,0.38,3,-9.088,1,0.0948,0.763,0.0,0.123,0.217,113.1,255929
2ksOAxtIxY8yElEWw8RhgK,China,Anuel AA,93,1PTTAq0OxggVgqP5WTYWDh,China,2019-07-19,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,301714
3T7ZHIgO30bKeASQppPtM6,Young Ones - RudeLies Remix,Avenza,52,7ilK2JYZS3cuHLRbu91JWM,Young Ones (RudeLies Remix) [feat. Johnning],2019-10-11,Pop Hits 2000-2019,6mtYuOxzl58vSGnEDtZ9uB,edm,pop edm,0.661,0.943,4,-2.52,0,0.0392,0.0188,0.000231,0.272,0.71,128.16,198281
2RZ9OA2VzFCRZDng151Yjs,Broke,Andreya Triana,23,65ITS5eLrj85gT2P7yr2uG,Broke,2019-01-11,Contemporary Urban,6wyJ4bsjZaUKa9f6GeZlAO,r&b,urban contemporary,0.466,0.614,1,-5.367,0,0.16,0.472,0.0,0.125,0.344,185.981,158692
7BYppcUTuG5ysmaJlGSt3t,Welcome to Chilis,Yung Gravy,56,6qxMNIMOIk7pO9DeQmxdzI,Welcome to Chilis,2020-01-17,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.839,0.454,10,-9.09,0,0.157,0.359,0.0,0.0755,0.804,159.987,157500
3BuzwsAvyvQ16ppMnOqwCE,Is This It?,Red the Chef,40,3USFHzlxoJoVzRvfEyDvW7,Is This It?,2019-05-31,Lofi Hip-Hop,37i9dQZF1DX36Xw4IJIVKA,rap,hip hop,0.824,0.124,1,-16.13,1,0.0458,0.652,0.945,0.0903,0.418,144.021,170833
22ml4eR5KmSbUkzPlKffQE,Marijuano Locos (Stoned Raiders) - Spanish Edit,Cypress Hill,44,7u6yoSRjIBM2EI52DJLMkZ,Los Grandes Éxitos En Español,1999-10-07,HIP-HOP: Latin Rap ['89-present],5fWgI0IJ1el5NB1sZ0Egsx,latin,latin hip hop,0.784,0.704,7,-8.068,1,0.377,0.344,0.0,0.372,0.534,90.749,178467
7wXJyWtRktzx7shORVNX5B,Strange Overtones,David Byrne,49,0mqvus9jydETK3A63iIG09,Everything That Happens Will Happen Today,2008-10-06,The Sound of Permanent Wave,4EYSGTuqe9cVfSVpX4gtGv,rock,permanent wave,0.694,0.838,1,-6.942,1,0.0465,0.271,0.00326,0.612,0.809,109.976,256493
2Q2kk3DU9lMeBjdgjvqrXr,Me Marcharé (feat. Wisin),Los Cadillac's,48,77rDA6PaFE32HN037u6Pgb,Me Marcharé (feat. Wisin),2015-01-23,MIX LATIN POP°,6IS6XTdbS9qJZgfjNKgpB8,latin,latin pop,0.715,0.785,5,-6.645,1,0.187,0.108,0.0,0.653,0.527,119.928,243038
0AGh7lxZOWUhLL0FqrXHjX,Free (feat. T-Jay),GAWVI,0,6ZyLjp2vCP3qUeII4Diu64,Holding Hue - EP,2016-09-09,CHRISTIAN ELECTRO / DANCE / EDM,0MhTMIo1bgH6zzPh7BdChT,edm,progressive electro house,0.693,0.678,1,-7.741,1,0.139,0.489,6.05e-05,0.0453,0.555,105.091,211005
1IKkETDWIYawx8zgRaQwPL,The Prophecy,Timmy Trumpet,61,06iIebuNOYZv0iXMv3tHwJ,The Prophecy,2018-09-28,Big Room Beast,3PNyCpkY7NAXyhopBpj7vc,edm,big room,0.273,0.896,1,-4.705,1,0.0913,0.000841,0.357,0.305,0.0631,137.992,190870
4v7kKFlEDmpVToHOICsXaM,Hooked,Notion,62,69QTaXErGkvPW9pQ0GYY4H,Hooked,2019-11-01,Electro House - by Spinnin' Records,4pVZ70y8vzzkn2GVwQbQw8,edm,electro house,0.783,0.789,6,-3.899,0,0.0797,0.135,0.33,0.213,0.853,128.019,206250
3eng6TJxpqjvDkxRpnfnhB,Big Plans,Why Don't We,80,085TF4mnNbXQT0m2X05cb0,Big Plans,2019-01-17,Post Teen Pop,2Aud8PXoTGcyY5esHu4Aaz,pop,post-teen pop,0.693,0.604,11,-5.279,1,0.0427,0.0668,0.0,0.114,0.651,75.014,179930
31VM9uxtem39xmT0dfDiSU,Muthaf**ka Up,Tyga,47,3KHamR7LZmFT0xqPA1Hyob,Careless World: Rise Of The Last King,2012-01-01,Gangster Rap Workout,0ZRwrJ2EDGyKR6YgQPWXeO,rap,gangster rap,0.59,0.542,9,-7.849,1,0.329,0.00152,0.0,0.364,0.48,122.482,233680
3QfLERjG54GUIAS9w86kul,Las Palabras De Amor (The Words Of Love) - Remastered 2011,Queen,43,6reTSIf5MoBco62rk8T7Q1,Hot Space (2011 Remaster),1982-05-03,The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,rock,album rock,0.395,0.558,2,-7.643,1,0.0282,0.102,1.09e-06,0.0704,0.132,81.605,271640
5uIRujGRZv5t4fGKkUTv4n,Feeling Lonely,boy pablo,68,1lESM5Y1VAvrCLEgLmyfOw,Soy Pablo,2018-10-05,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,pop,indie poptimism,0.635,0.537,6,-10.45,0,0.0536,0.014,3.72e-05,0.103,0.885,117.942,197947
74iQ3gahRTOGc19bYadBE3,Thank You (Falettinme Be Mice Elf Agin) - single master,Sly & The Family Stone,54,0UM9SydcBtsklCTFgGLvcT,Greatest Hits,1970-11-21,The 1950s/1960s/1970s/1980s/1990s/2000s/2010s with pop/r&b/soul/boogie/dance/jazz/hip hop/hop/rap.,1S7BckuYIkEazeNKOSM0uA,r&b,urban contemporary,0.9,0.709,9,-12.683,1,0.0636,0.296,0.00047,0.0863,0.897,105.822,291320
5YpTAKhJSOC1mfz9Nu4l6b,Coming Back Again,Kings of Leon,47,0cRJKK0y1sfZEqWub4dK9v,Mechanical Bull (Expanded Edition),2013-09-24,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,0.381,0.842,11,-5.89,1,0.062,0.000307,0.053,0.175,0.414,162.481,208867
5b44idJ3d0ethElH4Jw6uX,State of Insanity,Travel With The Sun,12,2N4gMxPAeHUYQL8QfcKOUG,Psycho,2019-11-01,"Muse Radio - (Uprising, Starlight, Supermassive Black Hole, Madness)",0dAbaJtkS9st5o0cBe1Zcu,rock,permanent wave,0.353,0.635,11,-7.388,1,0.0351,0.000724,0.000231,0.226,0.146,159.925,210951
7eV9ueaDltzZ9TVAeFRoVZ,Keep It Coming,King Arthur,29,0BYPPrPQzJpFpOKeSTklvu,Keep It Coming,2019-09-30,Electro House - by Spinnin' Records,4pVZ70y8vzzkn2GVwQbQw8,edm,electro house,0.782,0.968,7,-0.811,1,0.0789,0.00594,0.489,0.258,0.385,126.017,167143
2neq77lIMkitQwBwy1EDng,Million Lights,Tungevaag & Raaban,61,4xIKirq98Qelfsl2l3ZnaM,Million Lights,2019-03-22,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.696,0.907,0,-4.157,0,0.073,0.0191,1.23e-05,0.124,0.466,125.932,186667
0tp6mwUt99QnfY95T30Lqj,Blah Blah Blah,Armin van Buuren,63,0ZHwstiHnsa3b9RepMKFfb,Blah Blah Blah,2018-05-18,Hands Up‏‏​​   ‍,1lSdljPk8zcAdXVMUduDia,edm,progressive electro house,0.378,0.963,5,-3.911,0,0.0682,0.00882,0.00357,0.294,0.16,103.406,183519
3SPDQfj2UfWq6A2NllZnzn,What Makes You Beautiful,One Direction,62,53DrBEDi1AvhWOtCdljUiu,Up All Night,2012-05-25,School Dance 2019 (Squeaky Clean),0SqaMfNsngZCpPw0UuelA7,latin,latin hip hop,0.729,0.771,4,-2.451,1,0.0725,0.00761,0.0,0.087,0.873,125.011,198053
5ngSlq8HPaVvz9NNam2zih,Think About You,N-Chased,37,4bqgvsbaPFXBnrnew0IFKw,Think About You,2019-09-27,Tropical House 🌴,06zrBJ5cts5aemZmqe80J7,latin,tropical,0.758,0.836,11,-4.166,1,0.054,0.0484,2.25e-06,0.145,0.444,119.929,156000
